title,company,location,date,type,desc,requirements,impact,forMortals
Coordinador Canales Alterno Coordinador Canales Alterno with verification,BANCO ADEMI,América Latina (En remoto),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en BANCO ADEMI.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Biomedical Technician Biomedical Technician,OxiHogar SRL,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en OxiHogar SRL.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Head of Training and Quality Head of Training and Quality with verification,Holafly,América Latina (En remoto),Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Holafly.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Gerente Desarrollo Modelos De Riesgos Gerente Desarrollo Modelos De Riesgos with verification,Banco BHD,"Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Banco BHD.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
LIDER DE PROYECTO ADM. PLATAFORMA LIDER DE PROYECTO ADM. PLATAFORMA with verification,Banco Popular Dominicano,"Santa Bárbara de Samaná, Samaná, República Dominicana (Presencial)",Mayo 2026,Ingeniería Mecánica / Movilidad,"Mantenimiento predictivo, sistemas mecánicos, robótica móvil, vehículos eléctricos o autónomos y soporte a producción en Banco Popular Dominicano.",Mantenimiento predictivo | CAD / diseño mecánico | Robótica / ADAS | Análisis de fallas,Reduce paradas de equipos y habilita nuevas soluciones de movilidad e inspección.,"Es mantener y mejorar máquinas, vehículos y equipos para que trabajen con menos fallas y más inteligencia."
Engineer II - Manufacturing-3 Engineer II - Manufacturing-3,Integer Holdings Corporation,República Dominicana (Presencial),Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Integer Holdings Corporation.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Senior Packaging Eng Supv Senior Packaging Eng Supv with verification,Medtronic,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Medtronic.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Manufacturing Engineer I Manufacturing Engineer I with verification,Nissha Medical Technologies,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Nissha Medical Technologies.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Packaging Engineer II Packaging Engineer II with verification,Hayco,"San Isidro, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Hayco.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Corporativo - Gerente Operaciones Ecommerce Corporativo - Gerente Operaciones Ecommerce,Centro Cuesta Nacional,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Centro Cuesta Nacional.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Líder de Producción Líder de Producción,Quala,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en Quala.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Supplier Quality Engineer II Supplier Quality Engineer II with verification,Jabil,República Dominicana (Presencial),Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Jabil.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Quality Engineer Quality Engineer with verification,Eaton,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Eaton.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Quality Engineer - II (Operations) Quality Engineer - II (Operations),B. Braun Medical Inc. (US),"Punta Cana, La Altagracia, República Dominicana (En remoto)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en B. Braun Medical Inc. (US).",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Responsable de Almacén Responsable de Almacén with verification,Siemens,"Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Siemens.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Clinical Application Specialist Ultrasound and X ray Clinical Application Specialist Ultrasound and X ray with verification,Mindray,República Dominicana (Presencial),Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Mindray.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Travelling Service Technician Travelling Service Technician with verification,Vestas,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Vestas.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
"Standards and Training Manager, Syria Standards and Training Manager, Syria",ReliefWeb,República Dominicana (Presencial),Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en ReliefWeb.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Ingeniero de Planificación Ingeniero de Planificación,BLUE DIAMOND,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en BLUE DIAMOND.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Ingeniero de Obras Ingeniero de Obras,Supermercados Bravo,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Supermercados Bravo.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
"Ingeniero Recidente, Ingeniero Recidente,",Huberto Pérez Mera Ingenieros Asociados S.R.L.,"Santo Domingo Oeste, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Huberto Pérez Mera Ingenieros Asociados S.R.L..",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Ingeniero de obras Ingeniero de obras,REMIX S. A.,"Santo Domingo Oeste, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en REMIX S. A..",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Ingeniero(a) de Ejecución de Proyectos Electromecánicos y Supervisión de Obras Ingeniero(a) de Ejecución de Proyectos Electromecánicos y Supervisión de Obras,Tripalis,"San Felipe de Puerto Plata, Puerto Plata, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Tripalis.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Ingeniero/a control de costos. Ingeniero/a control de costos.,SERVINSCO SRL,"San Felipe de Puerto Plata, Puerto Plata, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en SERVINSCO SRL.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
现场工程师 现场工程师,特变电工国际工程有限公司,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en 特变电工国际工程有限公司.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
MODELADOR TEKLA STRUCTURE MODELADOR TEKLA STRUCTURE,ACEROMAS SRL,"San Felipe de Puerto Plata, Puerto Plata, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en ACEROMAS SRL.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
现场工程师 现场工程师,"TBEA Xi'an Electric Technology Co., Ltd.","Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en TBEA Xi'an Electric Technology Co., Ltd..",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
IT Operations Lead IT Operations Lead with verification,International Schools Partnership Limited,América Latina (En remoto),Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en International Schools Partnership Limited.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Coordinador(a) Gente & Gestión Coordinador(a) Gente & Gestión,Supermercados Bravo,América Latina (En remoto),Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Supermercados Bravo.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Corporativo - Coordinadora Administrativa Corporativo - Coordinadora Administrativa,Centro Cuesta Nacional,República Dominicana (Presencial),Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Centro Cuesta Nacional.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
Analista de Proyecto Analista de Proyecto,Factor Humano,República Dominicana (En remoto),Mayo 2026,Ingeniería Civil / Agua e Infraestructura,"Diseño, supervisión y gestión de infraestructura civil, drenaje, agua, resiliencia climática y obras en Factor Humano.",Civil 3D / AutoCAD | Gestión de obras | Drenaje y agua | Resiliencia climática,"Permite desarrollar infraestructura más segura, sostenible y resistente al clima.","Es diseñar y supervisar obras, agua y drenaje para que funcionen bien y resistan el uso y el clima."
LIDER DE PROYECTOS ARQUITECTURA DE DATOS LIDER DE PROYECTOS ARQUITECTURA DE DATOS with verification,Banco Popular Dominicano,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en Banco Popular Dominicano.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Architectural Draftsman / Architect Architectural Draftsman / Architect,OSA Outsourcing Advantage,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en OSA Outsourcing Advantage.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Architect/Interior Designer (Revit Expert) Architect/Interior Designer (Revit Expert),RemoteVA,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en RemoteVA.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Arquitecta / Diseñadora de Interiores Arquitecta / Diseñadora de Interiores,Gestión del Talento Humano,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en Gestión del Talento Humano.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Architectural Designer (Revit) Architectural Designer (Revit),RemoteVA,República Dominicana (En remoto),Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en RemoteVA.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Architectural Draftsperson / Architectural Designer Architectural Draftsperson / Architectural Designer,OSA Outsourcing Advantage,República Dominicana (En remoto),Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en OSA Outsourcing Advantage.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Architect - Retail - Junior Architect - Retail - Junior with verification,Gensler,"Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en Gensler.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Analista Programador Analista Programador with verification,El Catador,"Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en El Catador.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Graphic Designer Graphic Designer with verification,Remote Leverage,República Dominicana (En remoto),Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en Remote Leverage.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
Ingeniero Proyectos Ingeniero Proyectos with verification,Gildan,"La Romana, La Romana, República Dominicana (En remoto)",Mayo 2026,ESG / Carbono / Economía Circular,"Medición de huella de carbono, eficiencia de recursos, reportes ESG, circularidad y reducción de residuos en Gildan.",ESG | Huella de carbono | Economía circular | Gestión ambiental,"Ayuda a cumplir estándares ambientales y a reducir costos por energía, residuos y materiales.",Es medir y reducir el impacto ambiental de una operación para producir con menos desperdicio.
Training Master,Svitzer,"Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Svitzer.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Analista de Logística.,TotalEnergies,"Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en TotalEnergies.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Data Engineer,EvoPoint Solutions,"Distrito Nacional, República Dominicana (Híbrido)",Mayo 2026,Ingeniería de Datos,Diseño y mantenimiento de pipelines de datos analíticos y almacenes de datos en EvoPoint Solutions.,SQL Avanzado & dbt | Apache Spark / Kafka | Data Lakes & Warehouses | Python para ETL,"Garantiza que los datos del negocio estén disponibles, limpios y listos para análisis en tiempo real.",Es construir las tuberías digitales que limpian y organizan toda la información de la empresa.
Coordinador de Proyectos,Supermercados Bravo,"Santo Domingo Oeste, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Supermercados Bravo.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
CONSULTOR ANALISTA DE DOCUMENTACIÓN,PERCEPTIO S.A.S.,República Dominicana (En remoto),Mayo 2026,Inteligencia de Negocios / BI,Transformación de datos crudos en tableros e informes para decisiones gerenciales en PERCEPTIO S.A.S..,Power BI / Tableau / Looker | SQL para análisis | Estadística y visualización | Storytelling con datos,"Acelera la toma de decisiones estratégicas con evidencia en tiempo real, mejorando resultados en un 40%.",Es convertir miles de números en gráficas fáciles de entender para que los directivos tomen mejores decisiones.
Professional Services Partner - Remote Work | REF#289343,BairesDev,América Latina (En remoto),Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en BairesDev.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
TVET Capacity Building Specialist,ReliefWeb,República Dominicana (Híbrido),Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en ReliefWeb.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Remote - Quality Assurance & Process Analyst,"World Business Lenders, LLC","Las Salinas, Provincia Barahona, República Dominicana (En remoto)",Mayo 2026,Ingeniería Industrial,"Optimización de procesos, logística, supply chain, mejora continua, calidad, productividad y analítica operacional en World Business Lenders, LLC.",Lean Six Sigma | Supply Chain | Power BI / Excel avanzado | Gestión de procesos,"Reduce desperdicio, tiempos y costos operativos mediante procesos mejor diseñados.","Es ordenar cómo trabaja una empresa para producir más, gastar menos y cometer menos errores."
Lead Technical Support Engineer | Upto $50K/yr,Mercor,"Santo Domingo, Distrito Nacional, República Dominicana (En remoto)",Mayo 2026,Ingeniería de Software,Desarrollo de aplicaciones y sistemas digitales escalables para empresas dominicanas en Mercor.,"Python, Java, JavaScript / TypeScript | APIs REST & Microservicios | Git & CI/CD | Testing automatizado",Permite a las empresas lanzar productos digitales más rápido y con mayor calidad.,Es programar las aplicaciones y sistemas que usamos todos los días en computadoras y celulares.
Planificador de mantenimiento,CMI-Corporación Multi Inversiones,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en CMI-Corporación Multi Inversiones.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
IT Projektový Specialista / Cyber Security Leader,Schneider Electric,República Dominicana (Presencial),Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Schneider Electric.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Coordinador de Redes – Última Milla,Tu Empleo RD,"Santo Domingo Este, Santo Domingo, República Dominicana (Presencial)",Mayo 2026,Cloud & Infraestructura,"Gestión de infraestructura en la nube, redes y sistemas de alta disponibilidad en Tu Empleo RD.","AWS / Azure / GCP Certified | Kubernetes & Docker | Terraform & Ansible | Redes: switches, firewalls",Asegura 99.9% de disponibilidad de los sistemas digitales de la organización.,Es mantener encendidos y seguros todos los servidores y redes que hacen funcionar la empresa.
Engineer II - Manufacturing-3,Integer Holdings Corporation,"Santo Domingo, Distrito Nacional, República Dominicana (Presencial)",Mayo 2026,Manufactura / Calidad,"Mejora de manufactura, calidad, mantenimiento industrial, dispositivos médicos, trazabilidad y control estadístico en Integer Holdings Corporation.",Lean Manufacturing | ISO / GMP | Control estadístico | Validación de procesos,"Eleva la calidad del producto y reduce fallas, retrabajos y desperdicios en planta.","Es mejorar cómo se fabrica un producto para que salga bien, seguro y con menos defectos."
Gerente Senior Sinergias Comerciales de Datos,Banco BHD,"Santo Domingo, Distrito Nacional, República Dominicana (Híbrido)",Mayo 2026,IA y Automatización,Implementación de soluciones de inteligencia artificial y automatización de procesos operativos en Banco BHD.,Python / TensorFlow / PyTorch | Modelos LLM y IA Generativa | MLOps & Pipelines | Automatización RPA,Incrementa la eficiencia operativa hasta un 70% reduciendo tareas manuales repetitivas.,Es usar computadoras que aprenden solas para hacer trabajos repetitivos sin intervención humana.
Electrical BIM Job Captain,ENG,República Dominicana (En remoto),Mayo 2026,Arquitectura / BIM,"Diseño arquitectónico, coordinación BIM, documentación digital, modelos 3D y gemelos digitales de construcción en ENG.",Revit / BIM | Navisworks | Coordinación multidisciplinaria | Visualización 3D,"Reduce errores de diseño y mejora la coordinación entre arquitectura, ingeniería y construcción.",Es construir el edificio primero en un modelo digital para encontrar errores antes de gastar en obra.
